SeatId,Section,Row,Seat,Zone,PriceTier
776,S3,G,16,Lower,Platinum
777,S3,G,17,Lower,Platinum
778,S3,G,18,Lower,Platinum
779,S3,G,19,Lower,Platinum
780,S3,G,20,Lower,Platinum
781,S3,H,1,Lower,Platinum
782,S3,H,2,Lower,Platinum
783,S3,H,3,Lower,Platinum
784,S3,H,4,Lower,Platinum
785,S3,H,5,Lower,Platinum
786,S3,H,6,Lower,Platinum
787,S3,H,7,Lower,Platinum
788,S3,H,8,Lower,Platinum
789,S3,H,9,Lower,Platinum
790,S3,H,10,Lower,Platinum
791,S3,H,11,Lower,Platinum
792,S3,H,12,Lower,Platinum
793,S3,H,13,Lower,Platinum
794,S3,H,14,Lower,Platinum
795,S3,H,15,Lower,Platinum
796,S3,H,16,Lower,Platinum
797,S3,H,17,Lower,Platinum
798,S3,H,18,Lower,Platinum
799,S3,H,19,Lower,Platinum
800,S3,H,20,Lower,Platinum
801,S3,I,1,Lower,Platinum
802,S3,I,2,Lower,Platinum
803,S3,I,3,Lower,Platinum
804,S3,I,4,Lower,Platinum
805,S3,I,5,Lower,Platinum
806,S3,I,6,Lower,Platinum
807,S3,I,7,Lower,Platinum
808,S3,I,8,Lower,Platinum
809,S3,I,9,Lower,Platinum
810,S3,I,10,Lower,Platinum
811,S3,I,11,Lower,Platinum
812,S3,I,12,Lower,Platinum
813,S3,I,13,Lower,Platinum
814,S3,I,14,Lower,Platinum
815,S3,I,15,Lower,Platinum
816,S3,I,16,Lower,Platinum
817,S3,I,17,Lower,Platinum
818,S3,I,18,Lower,Platinum
819,S3,I,19,Lower,Platinum
820,S3,I,20,Lower,Platinum
821,S3,J,1,Lower,Platinum
822,S3,J,2,Lower,Platinum
823,S3,J,3,Lower,Platinum
824,S3,J,4,Lower,Platinum
825,S3,J,5,Lower,Platinum
826,S3,J,6,Lower,Platinum
827,S3,J,7,Lower,Platinum
828,S3,J,8,Lower,Platinum
829,S3,J,9,Lower,Platinum
830,S3,J,10,Lower,Platinum
831,S3,J,11,Lower,Platinum
832,S3,J,12,Lower,Platinum
833,S3,J,13,Lower,Platinum
834,S3,J,14,Lower,Platinum
835,S3,J,15,Lower,Platinum
836,S3,J,16,Lower,Platinum
837,S3,J,17,Lower,Platinum
838,S3,J,18,Lower,Platinum
839,S3,J,19,Lower,Platinum
840,S3,J,20,Lower,Platinum
841,S3,K,1,Lower,Platinum
842,S3,K,2,Lower,Platinum
843,S3,K,3,Lower,Platinum
844,S3,K,4,Lower,Platinum
845,S3,K,5,Lower,Platinum
846,S3,K,6,Lower,Platinum
847,S3,K,7,Lower,Platinum
848,S3,K,8,Lower,Platinum
849,S3,K,9,Lower,Platinum
850,S3,K,10,Lower,Platinum
851,S3,K,11,Lower,Platinum
852,S3,K,12,Lower,Platinum
853,S3,K,13,Lower,Platinum
854,S3,K,14,Lower,Platinum
855,S3,K,15,Lower,Platinum
856,S3,K,16,Lower,Platinum
857,S3,K,17,Lower,Platinum
858,S3,K,18,Lower,Platinum
859,S3,K,19,Lower,Platinum
860,S3,K,20,Lower,Platinum
861,S3,L,1,Lower,Platinum
862,S3,L,2,Lower,Platinum
863,S3,L,3,Lower,Platinum
864,S3,L,4,Lower,Platinum
865,S3,L,5,Lower,Platinum
866,S3,L,6,Lower,Platinum
867,S3,L,7,Lower,Platinum
868,S3,L,8,Lower,Platinum
869,S3,L,9,Lower,Platinum
870,S3,L,10,Lower,Platinum
871,S3,L,11,Lower,Platinum
872,S3,L,12,Lower,Platinum
873,S3,L,13,Lower,Platinum
874,S3,L,14,Lower,Platinum
875,S3,L,15,Lower,Platinum
876,S3,L,16,Lower,Platinum
877,S3,L,17,Lower,Platinum
878,S3,L,18,Lower,Platinum
879,S3,L,19,Lower,Platinum
880,S3,L,20,Lower,Platinum
881,S3,M,1,Lower,Platinum
882,S3,M,2,Lower,Platinum
883,S3,M,3,Lower,Platinum
884,S3,M,4,Lower,Platinum
885,S3,M,5,Lower,Platinum
886,S3,M,6,Lower,Platinum
887,S3,M,7,Lower,Platinum
888,S3,M,8,Lower,Platinum
889,S3,M,9,Lower,Platinum
890,S3,M,10,Lower,Platinum
891,S3,M,11,Lower,Platinum
892,S3,M,12,Lower,Platinum
893,S3,M,13,Lower,Platinum
894,S3,M,14,Lower,Platinum
895,S3,M,15,Lower,Platinum
896,S3,M,16,Lower,Platinum
897,S3,M,17,Lower,Platinum
898,S3,M,18,Lower,Platinum
899,S3,M,19,Lower,Platinum
900,S3,M,20,Lower,Platinum
901,S3,N,1,Lower,Platinum
902,S3,N,2,Lower,Platinum
903,S3,N,3,Lower,Platinum
904,S3,N,4,Lower,Platinum
905,S3,N,5,Lower,Platinum
906,S3,N,6,Lower,Platinum
907,S3,N,7,Lower,Platinum
908,S3,N,8,Lower,Platinum
909,S3,N,9,Lower,Platinum
910,S3,N,10,Lower,Platinum
911,S3,N,11,Lower,Platinum
912,S3,N,12,Lower,Platinum
913,S3,N,13,Lower,Platinum
914,S3,N,14,Lower,Platinum
915,S3,N,15,Lower,Platinum
916,S3,N,16,Lower,Platinum
917,S3,N,17,Lower,Platinum
918,S3,N,18,Lower,Platinum
919,S3,N,19,Lower,Platinum
920,S3,N,20,Lower,Platinum
921,S3,O,1,Lower,Platinum
922,S3,O,2,Lower,Platinum
923,S3,O,3,Lower,Platinum
924,S3,O,4,Lower,Platinum
925,S3,O,5,Lower,Platinum
926,S3,O,6,Lower,Platinum
927,S3,O,7,Lower,Platinum
928,S3,O,8,Lower,Platinum
929,S3,O,9,Lower,Platinum
930,S3,O,10,Lower,Platinum
931,S3,O,11,Lower,Platinum
932,S3,O,12,Lower,Platinum
933,S3,O,13,Lower,Platinum
934,S3,O,14,Lower,Platinum
935,S3,O,15,Lower,Platinum
936,S3,O,16,Lower,Platinum
937,S3,O,17,Lower,Platinum
938,S3,O,18,Lower,Platinum
939,S3,O,19,Lower,Platinum
940,S3,O,20,Lower,Platinum
941,S3,P,1,Lower,Platinum
942,S3,P,2,Lower,Platinum
943,S3,P,3,Lower,Platinum
944,S3,P,4,Lower,Platinum
945,S3,P,5,Lower,Platinum
946,S3,P,6,Lower,Platinum
947,S3,P,7,Lower,Platinum
948,S3,P,8,Lower,Platinum
949,S3,P,9,Lower,Platinum
950,S3,P,10,Lower,Platinum
951,S3,P,11,Lower,Platinum
952,S3,P,12,Lower,Platinum
953,S3,P,13,Lower,Platinum
954,S3,P,14,Lower,Platinum
955,S3,P,15,Lower,Platinum
956,S3,P,16,Lower,Platinum
957,S3,P,17,Lower,Platinum
958,S3,P,18,Lower,Platinum
959,S3,P,19,Lower,Platinum
960,S3,P,20,Lower,Platinum
961,S4,A,1,Lower,Platinum
962,S4,A,2,Lower,Platinum
963,S4,A,3,Lower,Platinum
964,S4,A,4,Lower,Platinum
965,S4,A,5,Lower,Platinum
966,S4,A,6,Lower,Platinum
967,S4,A,7,Lower,Platinum
968,S4,A,8,Lower,Platinum
969,S4,A,9,Lower,Platinum
970,S4,A,10,Lower,Platinum
971,S4,A,11,Lower,Platinum
972,S4,A,12,Lower,Platinum
973,S4,A,13,Lower,Platinum
974,S4,A,14,Lower,Platinum
975,S4,A,15,Lower,Platinum
976,S4,A,16,Lower,Platinum
977,S4,A,17,Lower,Platinum
978,S4,A,18,Lower,Platinum
979,S4,A,19,Lower,Platinum
980,S4,A,20,Lower,Platinum
981,S4,B,1,Lower,Platinum
982,S4,B,2,Lower,Platinum
983,S4,B,3,Lower,Platinum
984,S4,B,4,Lower,Platinum
985,S4,B,5,Lower,Platinum
986,S4,B,6,Lower,Platinum
987,S4,B,7,Lower,Platinum
988,S4,B,8,Lower,Platinum
989,S4,B,9,Lower,Platinum
990,S4,B,10,Lower,Platinum
991,S4,B,11,Lower,Platinum
992,S4,B,12,Lower,Platinum
993,S4,B,13,Lower,Platinum
994,S4,B,14,Lower,Platinum
995,S4,B,15,Lower,Platinum
996,S4,B,16,Lower,Platinum
997,S4,B,17,Lower,Platinum
998,S4,B,18,Lower,Platinum
999,S4,B,19,Lower,Platinum
1000,S4,B,20,Lower,Platinum
1001,S4,C,1,Lower,Platinum
1002,S4,C,2,Lower,Platinum
1003,S4,C,3,Lower,Platinum
1004,S4,C,4,Lower,Platinum
1005,S4,C,5,Lower,Platinum
1006,S4,C,6,Lower,Platinum
1007,S4,C,7,Lower,Platinum
1008,S4,C,8,Lower,Platinum
1009,S4,C,9,Lower,Platinum
1010,S4,C,10,Lower,Platinum
1011,S4,C,11,Lower,Platinum
1012,S4,C,12,Lower,Platinum
1013,S4,C,13,Lower,Platinum
1014,S4,C,14,Lower,Platinum
1015,S4,C,15,Lower,Platinum
1016,S4,C,16,Lower,Platinum
1017,S4,C,17,Lower,Platinum
1018,S4,C,18,Lower,Platinum
1019,S4,C,19,Lower,Platinum
1020,S4,C,20,Lower,Platinum
1021,S4,D,1,Lower,Platinum
1022,S4,D,2,Lower,Platinum
1023,S4,D,3,Lower,Platinum
1024,S4,D,4,Lower,Platinum
1025,S4,D,5,Lower,Platinum
1026,S4,D,6,Lower,Platinum
1027,S4,D,7,Lower,Platinum
1028,S4,D,8,Lower,Platinum
1029,S4,D,9,Lower,Platinum
1030,S4,D,10,Lower,Platinum
1031,S4,D,11,Lower,Platinum
1032,S4,D,12,Lower,Platinum
1033,S4,D,13,Lower,Platinum
1034,S4,D,14,Lower,Platinum
1035,S4,D,15,Lower,Platinum
1036,S4,D,16,Lower,Platinum
1037,S4,D,17,Lower,Platinum
1038,S4,D,18,Lower,Platinum
1039,S4,D,19,Lower,Platinum
1040,S4,D,20,Lower,Platinum
1041,S4,E,1,Lower,Platinum
1042,S4,E,2,Lower,Platinum
1043,S4,E,3,Lower,Platinum
1044,S4,E,4,Lower,Platinum
1045,S4,E,5,Lower,Platinum
1046,S4,E,6,Lower,Platinum
1047,S4,E,7,Lower,Platinum
1048,S4,E,8,Lower,Platinum
1049,S4,E,9,Lower,Platinum
1050,S4,E,10,Lower,Platinum
1051,S4,E,11,Lower,Platinum
1052,S4,E,12,Lower,Platinum
1053,S4,E,13,Lower,Platinum
1054,S4,E,14,Lower,Platinum
1055,S4,E,15,Lower,Platinum
1056,S4,E,16,Lower,Platinum
1057,S4,E,17,Lower,Platinum
1058,S4,E,18,Lower,Platinum
1059,S4,E,19,Lower,Platinum
1060,S4,E,20,Lower,Platinum
1061,S4,F,1,Lower,Platinum
1062,S4,F,2,Lower,Platinum
1063,S4,F,3,Lower,Platinum
1064,S4,F,4,Lower,Platinum
1065,S4,F,5,Lower,Platinum
1066,S4,F,6,Lower,Platinum
1067,S4,F,7,Lower,Platinum
1068,S4,F,8,Lower,Platinum
1069,S4,F,9,Lower,Platinum
1070,S4,F,10,Lower,Platinum
1071,S4,F,11,Lower,Platinum
1072,S4,F,12,Lower,Platinum
1073,S4,F,13,Lower,Platinum
1074,S4,F,14,Lower,Platinum
1075,S4,F,15,Lower,Platinum
1076,S4,F,16,Lower,Platinum
1077,S4,F,17,Lower,Platinum
1078,S4,F,18,Lower,Platinum
1079,S4,F,19,Lower,Platinum
1080,S4,F,20,Lower,Platinum
1081,S4,G,1,Lower,Platinum
1082,S4,G,2,Lower,Platinum
1083,S4,G,3,Lower,Platinum
1084,S4,G,4,Lower,Platinum
1085,S4,G,5,Lower,Platinum
1086,S4,G,6,Lower,Platinum
1087,S4,G,7,Lower,Platinum
1088,S4,G,8,Lower,Platinum
1089,S4,G,9,Lower,Platinum
1090,S4,G,10,Lower,Platinum
1091,S4,G,11,Lower,Platinum
1092,S4,G,12,Lower,Platinum
1093,S4,G,13,Lower,Platinum
1094,S4,G,14,Lower,Platinum
1095,S4,G,15,Lower,Platinum
1096,S4,G,16,Lower,Platinum
1097,S4,G,17,Lower,Platinum
1098,S4,G,18,Lower,Platinum
1099,S4,G,19,Lower,Platinum
1100,S4,G,20,Lower,Platinum
1101,S4,H,1,Lower,Platinum
1102,S4,H,2,Lower,Platinum
1103,S4,H,3,Lower,Platinum
1104,S4,H,4,Lower,Platinum
1105,S4,H,5,Lower,Platinum
1106,S4,H,6,Lower,Platinum
1107,S4,H,7,Lower,Platinum
1108,S4,H,8,Lower,Platinum
1109,S4,H,9,Lower,Platinum
1110,S4,H,10,Lower,Platinum
1111,S4,H,11,Lower,Platinum
1112,S4,H,12,Lower,Platinum
1113,S4,H,13,Lower,Platinum
1114,S4,H,14,Lower,Platinum
1115,S4,H,15,Lower,Platinum
1116,S4,H,16,Lower,Platinum
1117,S4,H,17,Lower,Platinum
1118,S4,H,18,Lower,Platinum
1119,S4,H,19,Lower,Platinum
1120,S4,H,20,Lower,Platinum
1121,S4,I,1,Lower,Platinum
1122,S4,I,2,Lower,Platinum
1123,S4,I,3,Lower,Platinum
1124,S4,I,4,Lower,Platinum
1125,S4,I,5,Lower,Platinum
1126,S4,I,6,Lower,Platinum
1127,S4,I,7,Lower,Platinum
1128,S4,I,8,Lower,Platinum
1129,S4,I,9,Lower,Platinum
1130,S4,I,10,Lower,Platinum
1131,S4,I,11,Lower,Platinum
1132,S4,I,12,Lower,Platinum
1133,S4,I,13,Lower,Platinum
1134,S4,I,14,Lower,Platinum
1135,S4,I,15,Lower,Platinum
1136,S4,I,16,Lower,Platinum
1137,S4,I,17,Lower,Platinum
1138,S4,I,18,Lower,Platinum
1139,S4,I,19,Lower,Platinum
1140,S4,I,20,Lower,Platinum
1141,S4,J,1,Lower,Platinum
1142,S4,J,2,Lower,Platinum
1143,S4,J,3,Lower,Platinum
1144,S4,J,4,Lower,Platinum
1145,S4,J,5,Lower,Platinum
1146,S4,J,6,Lower,Platinum
1147,S4,J,7,Lower,Platinum
1148,S4,J,8,Lower,Platinum
1149,S4,J,9,Lower,Platinum
1150,S4,J,10,Lower,Platinum
1151,S4,J,11,Lower,Platinum
1152,S4,J,12,Lower,Platinum
1153,S4,J,13,Lower,Platinum
1154,S4,J,14,Lower,Platinum
1155,S4,J,15,Lower,Platinum
1156,S4,J,16,Lower,Platinum
1157,S4,J,17,Lower,Platinum
1158,S4,J,18,Lower,Platinum
1159,S4,J,19,Lower,Platinum
1160,S4,J,20,Lower,Platinum
1161,S4,K,1,Lower,Platinum
1162,S4,K,2,Lower,Platinum
1163,S4,K,3,Lower,Platinum
1164,S4,K,4,Lower,Platinum
1165,S4,K,5,Lower,Platinum
1166,S4,K,6,Lower,Platinum
1167,S4,K,7,Lower,Platinum
1168,S4,K,8,Lower,Platinum
1169,S4,K,9,Lower,Platinum
1170,S4,K,10,Lower,Platinum
1171,S4,K,11,Lower,Platinum
1172,S4,K,12,Lower,Platinum
1173,S4,K,13,Lower,Platinum
1174,S4,K,14,Lower,Platinum
1175,S4,K,15,Lower,Platinum
1176,S4,K,16,Lower,Platinum
1177,S4,K,17,Lower,Platinum
1178,S4,K,18,Lower,Platinum
1179,S4,K,19,Lower,Platinum
1180,S4,K,20,Lower,Platinum
1181,S4,L,1,Lower,Platinum
1182,S4,L,2,Lower,Platinum
1183,S4,L,3,Lower,Platinum
1184,S4,L,4,Lower,Platinum
1185,S4,L,5,Lower,Platinum
1186,S4,L,6,Lower,Platinum
1187,S4,L,7,Lower,Platinum
1188,S4,L,8,Lower,Platinum
1189,S4,L,9,Lower,Platinum
1190,S4,L,10,Lower,Platinum
1191,S4,L,11,Lower,Platinum
1192,S4,L,12,Lower,Platinum
1193,S4,L,13,Lower,Platinum
1194,S4,L,14,Lower,Platinum
1195,S4,L,15,Lower,Platinum
1196,S4,L,16,Lower,Platinum
1197,S4,L,17,Lower,Platinum
1198,S4,L,18,Lower,Platinum
1199,S4,L,19,Lower,Platinum
1200,S4,L,20,Lower,Platinum
1201,S4,M,1,Lower,Platinum
1202,S4,M,2,Lower,Platinum
1203,S4,M,3,Lower,Platinum
1204,S4,M,4,Lower,Platinum
1205,S4,M,5,Lower,Platinum
1206,S4,M,6,Lower,Platinum
1207,S4,M,7,Lower,Platinum
1208,S4,M,8,Lower,Platinum
1209,S4,M,9,Lower,Platinum
1210,S4,M,10,Lower,Platinum
1211,S4,M,11,Lower,Platinum
1212,S4,M,12,Lower,Platinum
1213,S4,M,13,Lower,Platinum
1214,S4,M,14,Lower,Platinum
1215,S4,M,15,Lower,Platinum
1216,S4,M,16,Lower,Platinum
1217,S4,M,17,Lower,Platinum
1218,S4,M,18,Lower,Platinum
1219,S4,M,19,Lower,Platinum
1220,S4,M,20,Lower,Platinum
1221,S4,N,1,Lower,Platinum
1222,S4,N,2,Lower,Platinum
1223,S4,N,3,Lower,Platinum
1224,S4,N,4,Lower,Platinum
1225,S4,N,5,Lower,Platinum
1226,S4,N,6,Lower,Platinum
1227,S4,N,7,Lower,Platinum
1228,S4,N,8,Lower,Platinum
1229,S4,N,9,Lower,Platinum
1230,S4,N,10,Lower,Platinum
1231,S4,N,11,Lower,Platinum
1232,S4,N,12,Lower,Platinum
1233,S4,N,13,Lower,Platinum
1234,S4,N,14,Lower,Platinum
1235,S4,N,15,Lower,Platinum
1236,S4,N,16,Lower,Platinum
1237,S4,N,17,Lower,Platinum
1238,S4,N,18,Lower,Platinum
1239,S4,N,19,Lower,Platinum
1240,S4,N,20,Lower,Platinum
1241,S4,O,1,Lower,Platinum
1242,S4,O,2,Lower,Platinum
1243,S4,O,3,Lower,Platinum
1244,S4,O,4,Lower,Platinum
1245,S4,O,5,Lower,Platinum
1246,S4,O,6,Lower,Platinum
1247,S4,O,7,Lower,Platinum
1248,S4,O,8,Lower,Platinum
1249,S4,O,9,Lower,Platinum
1250,S4,O,10,Lower,Platinum
1251,S4,O,11,Lower,Platinum
1252,S4,O,12,Lower,Platinum
1253,S4,O,13,Lower,Platinum
1254,S4,O,14,Lower,Platinum
1255,S4,O,15,Lower,Platinum
1256,S4,O,16,Lower,Platinum
1257,S4,O,17,Lower,Platinum
1258,S4,O,18,Lower,Platinum
1259,S4,O,19,Lower,Platinum
1260,S4,O,20,Lower,Platinum
1261,S4,P,1,Lower,Platinum
1262,S4,P,2,Lower,Platinum
1263,S4,P,3,Lower,Platinum
1264,S4,P,4,Lower,Platinum
1265,S4,P,5,Lower,Platinum
1266,S4,P,6,Lower,Platinum
1267,S4,P,7,Lower,Platinum
1268,S4,P,8,Lower,Platinum
1269,S4,P,9,Lower,Platinum
1270,S4,P,10,Lower,Platinum
1271,S4,P,11,Lower,Platinum
1272,S4,P,12,Lower,Platinum
1273,S4,P,13,Lower,Platinum
1274,S4,P,14,Lower,Platinum
1275,S4,P,15,Lower,Platinum
1276,S4,P,16,Lower,Platinum
1277,S4,P,17,Lower,Platinum
1278,S4,P,18,Lower,Platinum
1279,S4,P,19,Lower,Platinum
1280,S4,P,20,Lower,Platinum
1281,S5,A,1,Lower,Platinum
1282,S5,A,2,Lower,Platinum
1283,S5,A,3,Lower,Platinum
1284,S5,A,4,Lower,Platinum
1285,S5,A,5,Lower,Platinum
1286,S5,A,6,Lower,Platinum
1287,S5,A,7,Lower,Platinum
1288,S5,A,8,Lower,Platinum
1289,S5,A,9,Lower,Platinum
1290,S5,A,10,Lower,Platinum
1291,S5,A,11,Lower,Platinum
1292,S5,A,12,Lower,Platinum
1293,S5,A,13,Lower,Platinum
1294,S5,A,14,Lower,Platinum
1295,S5,A,15,Lower,Platinum
1296,S5,A,16,Lower,Platinum
1297,S5,A,17,Lower,Platinum
1298,S5,A,18,Lower,Platinum
1299,S5,A,19,Lower,Platinum
1300,S5,A,20,Lower,Platinum
1301,S5,B,1,Lower,Platinum
1302,S5,B,2,Lower,Platinum
1303,S5,B,3,Lower,Platinum
1304,S5,B,4,Lower,Platinum
1305,S5,B,5,Lower,Platinum
1306,S5,B,6,Lower,Platinum
1307,S5,B,7,Lower,Platinum
1308,S5,B,8,Lower,Platinum
1309,S5,B,9,Lower,Platinum
1310,S5,B,10,Lower,Platinum
1311,S5,B,11,Lower,Platinum
1312,S5,B,12,Lower,Platinum
1313,S5,B,13,Lower,Platinum
1314,S5,B,14,Lower,Platinum
1315,S5,B,15,Lower,Platinum
1316,S5,B,16,Lower,Platinum
1317,S5,B,17,Lower,Platinum
1318,S5,B,18,Lower,Platinum
1319,S5,B,19,Lower,Platinum
1320,S5,B,20,Lower,Platinum
1321,S5,C,1,Lower,Platinum
1322,S5,C,2,Lower,Platinum
1323,S5,C,3,Lower,Platinum
1324,S5,C,4,Lower,Platinum
1325,S5,C,5,Lower,Platinum
1326,S5,C,6,Lower,Platinum
1327,S5,C,7,Lower,Platinum
1328,S5,C,8,Lower,Platinum
1329,S5,C,9,Lower,Platinum
1330,S5,C,10,Lower,Platinum
1331,S5,C,11,Lower,Platinum
1332,S5,C,12,Lower,Platinum
1333,S5,C,13,Lower,Platinum
1334,S5,C,14,Lower,Platinum
1335,S5,C,15,Lower,Platinum
1336,S5,C,16,Lower,Platinum
1337,S5,C,17,Lower,Platinum
1338,S5,C,18,Lower,Platinum
1339,S5,C,19,Lower,Platinum
1340,S5,C,20,Lower,Platinum
1341,S5,D,1,Lower,Platinum
1342,S5,D,2,Lower,Platinum
1343,S5,D,3,Lower,Platinum
1344,S5,D,4,Lower,Platinum
1345,S5,D,5,Lower,Platinum
1346,S5,D,6,Lower,Platinum
1347,S5,D,7,Lower,Platinum
1348,S5,D,8,Lower,Platinum
1349,S5,D,9,Lower,Platinum
1350,S5,D,10,Lower,Platinum
1351,S5,D,11,Lower,Platinum
1352,S5,D,12,Lower,Platinum
1353,S5,D,13,Lower,Platinum
1354,S5,D,14,Lower,Platinum
1355,S5,D,15,Lower,Platinum
1356,S5,D,16,Lower,Platinum
1357,S5,D,17,Lower,Platinum
1358,S5,D,18,Lower,Platinum
1359,S5,D,19,Lower,Platinum
1360,S5,D,20,Lower,Platinum
1361,S5,E,1,Lower,Platinum
1362,S5,E,2,Lower,Platinum
1363,S5,E,3,Lower,Platinum
1364,S5,E,4,Lower,Platinum
1365,S5,E,5,Lower,Platinum
1366,S5,E,6,Lower,Platinum
1367,S5,E,7,Lower,Platinum
1368,S5,E,8,Lower,Platinum
1369,S5,E,9,Lower,Platinum
1370,S5,E,10,Lower,Platinum
1371,S5,E,11,Lower,Platinum
1372,S5,E,12,Lower,Platinum
1373,S5,E,13,Lower,Platinum
1374,S5,E,14,Lower,Platinum
1375,S5,E,15,Lower,Platinum
1376,S5,E,16,Lower,Platinum
1377,S5,E,17,Lower,Platinum
1378,S5,E,18,Lower,Platinum
1379,S5,E,19,Lower,Platinum
1380,S5,E,20,Lower,Platinum
1381,S5,F,1,Lower,Platinum
1382,S5,F,2,Lower,Platinum
1383,S5,F,3,Lower,Platinum
1384,S5,F,4,Lower,Platinum
1385,S5,F,5,Lower,Platinum
1386,S5,F,6,Lower,Platinum
1387,S5,F,7,Lower,Platinum
1388,S5,F,8,Lower,Platinum
1389,S5,F,9,Lower,Platinum
1390,S5,F,10,Lower,Platinum
1391,S5,F,11,Lower,Platinum
1392,S5,F,12,Lower,Platinum
1393,S5,F,13,Lower,Platinum
1394,S5,F,14,Lower,Platinum
1395,S5,F,15,Lower,Platinum
1396,S5,F,16,Lower,Platinum
1397,S5,F,17,Lower,Platinum
1398,S5,F,18,Lower,Platinum
1399,S5,F,19,Lower,Platinum
1400,S5,F,20,Lower,Platinum
1401,S5,G,1,Lower,Platinum
1402,S5,G,2,Lower,Platinum
1403,S5,G,3,Lower,Platinum
1404,S5,G,4,Lower,Platinum
1405,S5,G,5,Lower,Platinum
1406,S5,G,6,Lower,Platinum
1407,S5,G,7,Lower,Platinum
1408,S5,G,8,Lower,Platinum
1409,S5,G,9,Lower,Platinum
1410,S5,G,10,Lower,Platinum
1411,S5,G,11,Lower,Platinum
1412,S5,G,12,Lower,Platinum
1413,S5,G,13,Lower,Platinum
1414,S5,G,14,Lower,Platinum
1415,S5,G,15,Lower,Platinum
1416,S5,G,16,Lower,Platinum
1417,S5,G,17,Lower,Platinum
1418,S5,G,18,Lower,Platinum
1419,S5,G,19,Lower,Platinum
1420,S5,G,20,Lower,Platinum
1421,S5,H,1,Lower,Platinum
1422,S5,H,2,Lower,Platinum
1423,S5,H,3,Lower,Platinum
1424,S5,H,4,Lower,Platinum
1425,S5,H,5,Lower,Platinum
1426,S5,H,6,Lower,Platinum
1427,S5,H,7,Lower,Platinum
1428,S5,H,8,Lower,Platinum
1429,S5,H,9,Lower,Platinum
1430,S5,H,10,Lower,Platinum
1431,S5,H,11,Lower,Platinum
1432,S5,H,12,Lower,Platinum
1433,S5,H,13,Lower,Platinum
1434,S5,H,14,Lower,Platinum
1435,S5,H,15,Lower,Platinum
1436,S5,H,16,Lower,Platinum
1437,S5,H,17,Lower,Platinum
1438,S5,H,18,Lower,Platinum
1439,S5,H,19,Lower,Platinum
1440,S5,H,20,Lower,Platinum
1441,S5,I,1,Lower,Platinum
1442,S5,I,2,Lower,Platinum
1443,S5,I,3,Lower,Platinum
1444,S5,I,4,Lower,Platinum
1445,S5,I,5,Lower,Platinum
1446,S5,I,6,Lower,Platinum
1447,S5,I,7,Lower,Platinum
1448,S5,I,8,Lower,Platinum
1449,S5,I,9,Lower,Platinum
1450,S5,I,10,Lower,Platinum
1451,S5,I,11,Lower,Platinum
1452,S5,I,12,Lower,Platinum
1453,S5,I,13,Lower,Platinum
1454,S5,I,14,Lower,Platinum
1455,S5,I,15,Lower,Platinum
1456,S5,I,16,Lower,Platinum
1457,S5,I,17,Lower,Platinum
1458,S5,I,18,Lower,Platinum
1459,S5,I,19,Lower,Platinum
1460,S5,I,20,Lower,Platinum
1461,S5,J,1,Lower,Platinum
1462,S5,J,2,Lower,Platinum
1463,S5,J,3,Lower,Platinum
1464,S5,J,4,Lower,Platinum
1465,S5,J,5,Lower,Platinum
1466,S5,J,6,Lower,Platinum
1467,S5,J,7,Lower,Platinum
1468,S5,J,8,Lower,Platinum
1469,S5,J,9,Lower,Platinum
1470,S5,J,10,Lower,Platinum
1471,S5,J,11,Lower,Platinum
1472,S5,J,12,Lower,Platinum
1473,S5,J,13,Lower,Platinum
1474,S5,J,14,Lower,Platinum
1475,S5,J,15,Lower,Platinum
1476,S5,J,16,Lower,Platinum
1477,S5,J,17,Lower,Platinum
1478,S5,J,18,Lower,Platinum
1479,S5,J,19,Lower,Platinum
1480,S5,J,20,Lower,Platinum
1481,S5,K,1,Lower,Platinum
1482,S5,K,2,Lower,Platinum
1483,S5,K,3,Lower,Platinum
1484,S5,K,4,Lower,Platinum
1485,S5,K,5,Lower,Platinum
1486,S5,K,6,Lower,Platinum
1487,S5,K,7,Lower,Platinum
1488,S5,K,8,Lower,Platinum
1489,S5,K,9,Lower,Platinum
1490,S5,K,10,Lower,Platinum
1491,S5,K,11,Lower,Platinum
1492,S5,K,12,Lower,Platinum
1493,S5,K,13,Lower,Platinum
1494,S5,K,14,Lower,Platinum
1495,S5,K,15,Lower,Platinum
1496,S5,K,16,Lower,Platinum
1497,S5,K,17,Lower,Platinum
1498,S5,K,18,Lower,Platinum
1499,S5,K,19,Lower,Platinum
1500,S5,K,20,Lower,Platinum
1501,S5,L,1,Lower,Platinum
1502,S5,L,2,Lower,Platinum
1503,S5,L,3,Lower,Platinum
1504,S5,L,4,Lower,Platinum
1505,S5,L,5,Lower,Platinum
1506,S5,L,6,Lower,Platinum
1507,S5,L,7,Lower,Platinum
1508,S5,L,8,Lower,Platinum
1509,S5,L,9,Lower,Platinum
1510,S5,L,10,Lower,Platinum
1511,S5,L,11,Lower,Platinum
1512,S5,L,12,Lower,Platinum
1513,S5,L,13,Lower,Platinum
1514,S5,L,14,Lower,Platinum
1515,S5,L,15,Lower,Platinum
1516,S5,L,16,Lower,Platinum
1517,S5,L,17,Lower,Platinum
1518,S5,L,18,Lower,Platinum
1519,S5,L,19,Lower,Platinum
1520,S5,L,20,Lower,Platinum
1521,S5,M,1,Lower,Platinum
1522,S5,M,2,Lower,Platinum
