CustomerId,AccountId,PlanId,Season,PriorSpend,RenewedFlag,RenewalDate,RenewalAmount
866,100433,4,2024-25,3404.39,0,2024-08-01,0.0
875,100437,4,2023-24,2621.16,1,2023-08-01,2699.79
875,100437,3,2024-25,5206.17,0,2024-08-01,0.0
876,100438,4,2023-24,4681.18,0,2023-08-01,0.0
876,100438,2,2024-25,1396.4,1,2024-08-01,1438.29
878,100439,2,2023-24,4865.33,0,2023-08-01,0.0
878,100439,4,2024-25,3563.71,1,2024-08-01,3670.62
881,100440,2,2023-24,4776.63,0,2023-08-01,0.0
881,100440,4,2024-25,4382.1,1,2024-08-01,4513.56
882,100441,4,2023-24,5090.67,1,2023-08-01,5243.39
882,100441,3,2024-25,3135.78,1,2024-08-01,3229.85
884,100442,2,2023-24,5712.46,1,2023-08-01,5883.83
884,100442,4,2024-25,2932.77,1,2024-08-01,3020.75
891,100445,3,2023-24,2958.21,1,2023-08-01,3046.96
891,100445,2,2024-25,2763.73,0,2024-08-01,0.0
895,100447,3,2023-24,3504.4,1,2023-08-01,3609.53
895,100447,2,2024-25,2682.09,1,2024-08-01,2762.55
896,100448,2,2023-24,5584.82,0,2023-08-01,0.0
896,100448,2,2024-25,3668.89,1,2024-08-01,3778.96
897,100448,3,2023-24,5149.44,1,2023-08-01,5303.92
897,100448,3,2024-25,5225.69,1,2024-08-01,5382.46
906,100453,2,2023-24,5970.15,1,2023-08-01,6149.25
906,100453,4,2024-25,1568.55,1,2024-08-01,1615.61
908,100454,4,2023-24,5438.87,1,2023-08-01,5602.04
908,100454,3,2024-25,2626.95,1,2024-08-01,2705.76
909,100454,2,2023-24,5312.71,1,2023-08-01,5472.09
909,100454,2,2024-25,5361.9,1,2024-08-01,5522.76
915,100457,4,2023-24,4394.11,1,2023-08-01,4525.93
915,100457,2,2024-25,1479.74,1,2024-08-01,1524.13
917,100458,3,2023-24,5676.84,1,2023-08-01,5847.15
917,100458,3,2024-25,2038.86,0,2024-08-01,0.0
919,100459,2,2023-24,3754.98,0,2023-08-01,0.0
919,100459,3,2024-25,1463.43,1,2024-08-01,1507.33
922,100461,3,2023-24,4339.6,1,2023-08-01,4469.79
922,100461,4,2024-25,5025.12,1,2024-08-01,5175.87
936,100468,3,2023-24,3013.9,1,2023-08-01,3104.32
936,100468,4,2024-25,5315.21,1,2024-08-01,5474.67
937,100468,4,2023-24,2252.71,1,2023-08-01,2320.29
937,100468,4,2024-25,990.55,1,2024-08-01,1020.27
938,100469,2,2023-24,3096.69,0,2023-08-01,0.0
938,100469,3,2024-25,4128.51,0,2024-08-01,0.0
939,100469,4,2023-24,698.46,1,2023-08-01,719.41
939,100469,4,2024-25,4598.03,1,2024-08-01,4735.97
944,100472,4,2023-24,868.77,1,2023-08-01,894.83
944,100472,2,2024-25,3766.94,1,2024-08-01,3879.95
946,100473,2,2023-24,1089.64,1,2023-08-01,1122.33
946,100473,2,2024-25,1497.87,0,2024-08-01,0.0
948,100474,4,2023-24,1555.3,1,2023-08-01,1601.96
948,100474,2,2024-25,4119.14,1,2024-08-01,4242.71
950,100475,2,2023-24,2281.06,1,2023-08-01,2349.49
950,100475,4,2024-25,2084.16,1,2024-08-01,2146.68
952,100476,4,2023-24,918.6,1,2023-08-01,946.16
952,100476,3,2024-25,2837.16,1,2024-08-01,2922.27
959,100479,3,2023-24,2658.49,1,2023-08-01,2738.24
959,100479,2,2024-25,1198.93,1,2024-08-01,1234.9
961,100480,3,2023-24,5011.07,1,2023-08-01,5161.4
961,100480,2,2024-25,2409.07,0,2024-08-01,0.0
963,100481,4,2023-24,3153.53,1,2023-08-01,3248.14
963,100481,2,2024-25,4288.92,1,2024-08-01,4417.59
968,100484,3,2023-24,4588.91,0,2023-08-01,0.0
968,100484,3,2024-25,4232.48,0,2024-08-01,0.0
974,100487,3,2023-24,3357.79,1,2023-08-01,3458.52
974,100487,2,2024-25,2355.03,1,2024-08-01,2425.68
978,100489,3,2023-24,3363.75,1,2023-08-01,3464.66
978,100489,4,2024-25,4314.58,1,2024-08-01,4444.02
979,100489,4,2023-24,4474.61,1,2023-08-01,4608.85
979,100489,3,2024-25,5372.23,1,2024-08-01,5533.4
980,100490,4,2023-24,3876.56,0,2023-08-01,0.0
980,100490,4,2024-25,2546.36,1,2024-08-01,2622.75
983,100491,3,2023-24,4829.0,1,2023-08-01,4973.87
983,100491,4,2024-25,3541.23,1,2024-08-01,3647.47
985,100492,3,2023-24,991.58,1,2023-08-01,1021.33
985,100492,4,2024-25,3385.86,1,2024-08-01,3487.44
989,100494,2,2023-24,5951.85,1,2023-08-01,6130.41
989,100494,2,2024-25,617.31,1,2024-08-01,635.83
1006,100503,3,2023-24,5315.96,1,2023-08-01,5475.44
1006,100503,4,2024-25,1479.89,1,2024-08-01,1524.29
1015,100507,3,2023-24,3600.94,0,2023-08-01,0.0
1015,100507,3,2024-25,743.38,0,2024-08-01,0.0
1019,100509,3,2023-24,607.3,1,2023-08-01,625.52
1019,100509,3,2024-25,3412.62,1,2024-08-01,3515.0
1026,100513,2,2023-24,3220.46,1,2023-08-01,3317.07
1026,100513,2,2024-25,2237.43,1,2024-08-01,2304.55
1029,100514,2,2023-24,2178.45,1,2023-08-01,2243.8
1029,100514,3,2024-25,2075.54,1,2024-08-01,2137.81
1031,100515,4,2023-24,4572.59,1,2023-08-01,4709.77
1031,100515,3,2024-25,716.59,1,2024-08-01,738.09
1037,100518,3,2023-24,4894.72,1,2023-08-01,5041.56
1037,100518,2,2024-25,2921.79,1,2024-08-01,3009.44
1038,100519,4,2023-24,4541.45,1,2023-08-01,4677.69
1038,100519,3,2024-25,647.83,0,2024-08-01,0.0
1044,100522,4,2023-24,1675.79,1,2023-08-01,1726.06
1044,100522,4,2024-25,4690.11,1,2024-08-01,4830.81
1045,100522,3,2023-24,4240.14,1,2023-08-01,4367.34
1045,100522,4,2024-25,4028.12,0,2024-08-01,0.0
1056,100528,4,2023-24,1150.04,1,2023-08-01,1184.54
1056,100528,4,2024-25,1980.23,0,2024-08-01,0.0
1058,100529,3,2023-24,5962.11,1,2023-08-01,6140.97
1058,100529,2,2024-25,5671.97,1,2024-08-01,5842.13
1064,100532,3,2023-24,1695.58,1,2023-08-01,1746.45
1064,100532,4,2024-25,3393.16,1,2024-08-01,3494.95
1069,100534,3,2023-24,1573.56,1,2023-08-01,1620.77
1069,100534,4,2024-25,2389.61,0,2024-08-01,0.0
1071,100535,2,2023-24,3787.2,1,2023-08-01,3900.82
1071,100535,3,2024-25,1037.44,1,2024-08-01,1068.56
1073,100536,2,2023-24,5949.06,1,2023-08-01,6127.53
1073,100536,4,2024-25,3362.52,1,2024-08-01,3463.4
1079,100539,3,2023-24,4040.69,1,2023-08-01,4161.91
1079,100539,2,2024-25,4636.83,0,2024-08-01,0.0
1081,100540,2,2023-24,2619.56,1,2023-08-01,2698.15
1081,100540,2,2024-25,2210.83,1,2024-08-01,2277.15
1088,100544,2,2023-24,2708.34,1,2023-08-01,2789.59
1088,100544,3,2024-25,4146.17,1,2024-08-01,4270.56
1089,100544,4,2023-24,1167.17,1,2023-08-01,1202.19
1089,100544,3,2024-25,2234.78,1,2024-08-01,2301.82
1090,100545,4,2023-24,2395.17,1,2023-08-01,2467.03
1090,100545,4,2024-25,5617.53,1,2024-08-01,5786.06
1092,100546,4,2023-24,5511.14,1,2023-08-01,5676.47
1092,100546,4,2024-25,1419.02,1,2024-08-01,1461.59
1096,100548,4,2023-24,2156.5,0,2023-08-01,0.0
1096,100548,2,2024-25,940.67,1,2024-08-01,968.89
1102,100551,4,2023-24,3878.25,1,2023-08-01,3994.6
1102,100551,3,2024-25,1325.92,1,2024-08-01,1365.7
1106,100553,4,2023-24,1169.67,1,2023-08-01,1204.76
1106,100553,4,2024-25,2088.85,1,2024-08-01,2151.52
1107,100553,2,2023-24,2787.39,1,2023-08-01,2871.01
1107,100553,2,2024-25,5560.68,1,2024-08-01,5727.5
1110,100555,2,2023-24,641.3,1,2023-08-01,660.54
1110,100555,3,2024-25,5280.4,0,2024-08-01,0.0
1111,100555,3,2023-24,3557.25,1,2023-08-01,3663.97
1111,100555,4,2024-25,976.82,1,2024-08-01,1006.12
1113,100556,2,2023-24,3752.11,1,2023-08-01,3864.67
1113,100556,2,2024-25,1271.83,0,2024-08-01,0.0
1125,100562,4,2023-24,5654.05,0,2023-08-01,0.0
1125,100562,3,2024-25,2754.4,1,2024-08-01,2837.03
1136,100568,4,2023-24,4990.18,1,2023-08-01,5139.89
1136,100568,4,2024-25,3803.57,1,2024-08-01,3917.68
1141,100570,2,2023-24,927.94,1,2023-08-01,955.78
1141,100570,2,2024-25,1891.75,1,2024-08-01,1948.5
1142,100571,4,2023-24,5722.08,1,2023-08-01,5893.74
1142,100571,4,2024-25,3472.8,1,2024-08-01,3576.98
1148,100574,3,2023-24,1660.59,1,2023-08-01,1710.41
1148,100574,2,2024-25,4288.76,0,2024-08-01,0.0
1157,100578,4,2023-24,2648.77,1,2023-08-01,2728.23
1157,100578,2,2024-25,5466.95,1,2024-08-01,5630.96
1158,100579,4,2023-24,2776.98,1,2023-08-01,2860.29
1158,100579,4,2024-25,773.05,1,2024-08-01,796.24
1159,100579,4,2023-24,5129.7,1,2023-08-01,5283.59
1159,100579,4,2024-25,3524.46,0,2024-08-01,0.0
1179,100589,4,2023-24,2001.77,1,2023-08-01,2061.82
1179,100589,2,2024-25,4699.58,1,2024-08-01,4840.57
1181,100590,4,2023-24,1350.95,1,2023-08-01,1391.48
1181,100590,4,2024-25,4555.11,1,2024-08-01,4691.76
1182,100591,2,2023-24,5429.71,1,2023-08-01,5592.6
1182,100591,2,2024-25,4934.24,0,2024-08-01,0.0
1186,100593,3,2023-24,5344.56,0,2023-08-01,0.0
1186,100593,4,2024-25,2470.04,1,2024-08-01,2544.14
1187,100593,4,2023-24,2728.11,0,2023-08-01,0.0
1187,100593,3,2024-25,715.85,1,2024-08-01,737.33
1192,100596,3,2023-24,5420.41,1,2023-08-01,5583.02
1192,100596,3,2024-25,3545.5,1,2024-08-01,3651.87
1199,100599,4,2023-24,2737.58,1,2023-08-01,2819.71
1199,100599,3,2024-25,1698.51,1,2024-08-01,1749.47
1202,100601,4,2023-24,1273.93,0,2023-08-01,0.0
1202,100601,3,2024-25,4922.05,1,2024-08-01,5069.71
1203,100601,4,2023-24,1898.4,1,2023-08-01,1955.35
1203,100601,3,2024-25,4367.51,1,2024-08-01,4498.54
1205,100602,3,2023-24,1057.43,1,2023-08-01,1089.15
1205,100602,3,2024-25,2396.07,1,2024-08-01,2467.95
1206,100603,4,2023-24,1439.54,1,2023-08-01,1482.73
1206,100603,2,2024-25,4912.89,1,2024-08-01,5060.28
1210,100605,2,2023-24,1480.24,0,2023-08-01,0.0
1210,100605,2,2024-25,4942.6,1,2024-08-01,5090.88
1213,100606,3,2023-24,3293.57,1,2023-08-01,3392.38
1213,100606,2,2024-25,5598.58,1,2024-08-01,5766.54
1214,100607,2,2023-24,4186.05,1,2023-08-01,4311.63
1214,100607,3,2024-25,2450.11,1,2024-08-01,2523.61
1237,100618,3,2023-24,1564.01,1,2023-08-01,1610.93
1237,100618,2,2024-25,5542.04,1,2024-08-01,5708.3
1248,100624,2,2023-24,4896.31,1,2023-08-01,5043.2
1248,100624,4,2024-25,4014.09,1,2024-08-01,4134.51
1249,100624,3,2023-24,773.59,1,2023-08-01,796.8
1249,100624,4,2024-25,3838.24,1,2024-08-01,3953.39
1250,100625,2,2023-24,1603.0,0,2023-08-01,0.0
1250,100625,4,2024-25,1349.05,1,2024-08-01,1389.52
1257,100628,2,2023-24,3650.52,1,2023-08-01,3760.04
1257,100628,4,2024-25,2285.77,1,2024-08-01,2354.34
1260,100630,4,2023-24,2087.15,0,2023-08-01,0.0
1260,100630,2,2024-25,1070.82,0,2024-08-01,0.0
1263,100631,2,2023-24,2781.21,1,2023-08-01,2864.65
1263,100631,3,2024-25,5838.16,1,2024-08-01,6013.3
1267,100633,4,2023-24,1873.93,1,2023-08-01,1930.15
1267,100633,2,2024-25,4820.49,1,2024-08-01,4965.1
1273,100636,2,2023-24,5326.81,1,2023-08-01,5486.61
1273,100636,3,2024-25,4645.36,1,2024-08-01,4784.72
1275,100637,3,2023-24,2301.78,1,2023-08-01,2370.83
1275,100637,2,2024-25,4879.49,1,2024-08-01,5025.87
1278,100639,3,2023-24,5241.63,1,2023-08-01,5398.88
1278,100639,3,2024-25,3191.83,1,2024-08-01,3287.58
1283,100641,2,2023-24,4059.2,1,2023-08-01,4180.98
1283,100641,4,2024-25,3520.51,0,2024-08-01,0.0
1292,100646,2,2023-24,3831.31,1,2023-08-01,3946.25
1292,100646,3,2024-25,618.69,0,2024-08-01,0.0
1296,100648,2,2023-24,4822.58,1,2023-08-01,4967.26
1296,100648,4,2024-25,2959.9,0,2024-08-01,0.0
1297,100648,2,2023-24,4049.99,1,2023-08-01,4171.49
1297,100648,3,2024-25,4839.83,0,2024-08-01,0.0
1301,100650,2,2023-24,710.28,0,2023-08-01,0.0
1301,100650,4,2024-25,3148.27,1,2024-08-01,3242.72
1305,100652,2,2023-24,5519.77,1,2023-08-01,5685.36
1305,100652,2,2024-25,4522.12,1,2024-08-01,4657.78
1306,100653,3,2023-24,1135.73,1,2023-08-01,1169.8
1306,100653,3,2024-25,2399.77,1,2024-08-01,2471.76
1311,100655,4,2023-24,4930.61,1,2023-08-01,5078.53
1311,100655,3,2024-25,5446.26,0,2024-08-01,0.0
1312,100656,2,2023-24,3319.2,0,2023-08-01,0.0
1312,100656,3,2024-25,5456.38,1,2024-08-01,5620.07
1315,100657,2,2023-24,4438.79,1,2023-08-01,4571.95
1315,100657,2,2024-25,2409.7,1,2024-08-01,2481.99
1316,100658,4,2023-24,1037.41,1,2023-08-01,1068.53
1316,100658,4,2024-25,1394.79,1,2024-08-01,1436.63
1328,100664,2,2023-24,1695.43,1,2023-08-01,1746.29
1328,100664,4,2024-25,5991.81,0,2024-08-01,0.0
1330,100665,3,2023-24,862.25,1,2023-08-01,888.12
1330,100665,4,2024-25,4778.56,1,2024-08-01,4921.92
1334,100667,4,2023-24,5987.56,1,2023-08-01,6167.19
1334,100667,2,2024-25,4862.33,1,2024-08-01,5008.2
1342,100671,4,2023-24,2529.69,1,2023-08-01,2605.58
1342,100671,2,2024-25,3218.55,0,2024-08-01,0.0
1344,100672,3,2023-24,2435.65,0,2023-08-01,0.0
1344,100672,2,2024-25,3267.49,1,2024-08-01,3365.51
1346,100673,3,2023-24,3741.22,1,2023-08-01,3853.46
1346,100673,2,2024-25,5153.87,1,2024-08-01,5308.49
1348,100674,4,2023-24,1509.3,0,2023-08-01,0.0
1348,100674,3,2024-25,2956.86,1,2024-08-01,3045.57
1354,100677,4,2023-24,5147.14,1,2023-08-01,5301.55
1354,100677,4,2024-25,4928.39,1,2024-08-01,5076.24
1356,100678,4,2023-24,4887.8,0,2023-08-01,0.0
1356,100678,4,2024-25,1044.52,1,2024-08-01,1075.86
1362,100681,2,2023-24,626.1,0,2023-08-01,0.0
1362,100681,4,2024-25,4190.15,1,2024-08-01,4315.85
1368,100684,2,2023-24,1146.85,0,2023-08-01,0.0
1368,100684,2,2024-25,887.09,1,2024-08-01,913.7
1374,100687,2,2023-24,2207.01,1,2023-08-01,2273.22
1374,100687,3,2024-25,3874.11,1,2024-08-01,3990.33
1379,100689,2,2023-24,4211.99,1,2023-08-01,4338.35
1379,100689,4,2024-25,4780.61,1,2024-08-01,4924.03
1380,100690,4,2023-24,2569.52,1,2023-08-01,2646.61
1380,100690,2,2024-25,5833.24,0,2024-08-01,0.0
1381,100690,2,2023-24,1003.85,1,2023-08-01,1033.97
1381,100690,3,2024-25,4006.74,1,2024-08-01,4126.94
1386,100693,4,2023-24,933.54,1,2023-08-01,961.55
1386,100693,2,2024-25,2605.89,1,2024-08-01,2684.07
1392,100696,4,2023-24,1356.91,1,2023-08-01,1397.62
1392,100696,4,2024-25,1133.11,1,2024-08-01,1167.1
1395,100697,3,2023-24,632.85,0,2023-08-01,0.0
1395,100697,3,2024-25,5216.91,1,2024-08-01,5373.42
1396,100698,3,2023-24,3498.58,1,2023-08-01,3603.54
1396,100698,3,2024-25,2013.29,1,2024-08-01,2073.69
1397,100698,2,2023-24,5289.35,1,2023-08-01,5448.03
1397,100698,4,2024-25,836.27,1,2024-08-01,861.36
1401,100700,2,2023-24,4353.04,1,2023-08-01,4483.63
1401,100700,2,2024-25,3559.71,1,2024-08-01,3666.5
1402,100701,2,2023-24,5543.58,1,2023-08-01,5709.89
1402,100701,3,2024-25,2879.93,1,2024-08-01,2966.33
1408,100704,2,2023-24,2920.32,1,2023-08-01,3007.93
1408,100704,3,2024-25,3233.29,1,2024-08-01,3330.29
1409,100704,4,2023-24,4255.94,0,2023-08-01,0.0
1409,100704,3,2024-25,2564.53,1,2024-08-01,2641.47
1415,100707,2,2023-24,2486.47,1,2023-08-01,2561.06
1415,100707,2,2024-25,1936.2,1,2024-08-01,1994.29
1424,100712,4,2023-24,880.05,0,2023-08-01,0.0
1424,100712,4,2024-25,5981.66,1,2024-08-01,6161.11
1425,100712,4,2023-24,609.52,1,2023-08-01,627.81
1425,100712,2,2024-25,619.98,1,2024-08-01,638.58
1427,100713,4,2023-24,2174.19,0,2023-08-01,0.0
1427,100713,4,2024-25,3338.71,1,2024-08-01,3438.87
1429,100714,4,2023-24,962.07,1,2023-08-01,990.93
1429,100714,4,2024-25,4617.03,1,2024-08-01,4755.54
1430,100715,2,2023-24,806.36,1,2023-08-01,830.55
1430,100715,4,2024-25,3448.45,0,2024-08-01,0.0
1435,100717,3,2023-24,5230.33,1,2023-08-01,5387.24
1435,100717,2,2024-25,5404.39,0,2024-08-01,0.0
1438,100719,2,2023-24,1355.56,1,2023-08-01,1396.23
1438,100719,4,2024-25,2711.07,0,2024-08-01,0.0
1441,100720,3,2023-24,2270.8,1,2023-08-01,2338.92
1441,100720,2,2024-25,854.97,1,2024-08-01,880.62
1444,100722,2,2023-24,2695.96,1,2023-08-01,2776.84
1444,100722,4,2024-25,5932.15,1,2024-08-01,6110.11
1450,100725,3,2023-24,2245.69,1,2023-08-01,2313.06
1450,100725,3,2024-25,5339.06,0,2024-08-01,0.0
1451,100725,2,2023-24,2744.21,1,2023-08-01,2826.54
1451,100725,2,2024-25,4238.63,1,2024-08-01,4365.79
1461,100730,4,2023-24,4231.49,1,2023-08-01,4358.43
1461,100730,3,2024-25,4617.92,1,2024-08-01,4756.46
1462,100731,2,2023-24,736.62,1,2023-08-01,758.72
1462,100731,3,2024-25,5837.83,1,2024-08-01,6012.96
1472,100736,4,2023-24,5312.89,1,2023-08-01,5472.28
1472,100736,2,2024-25,5484.12,1,2024-08-01,5648.64
1474,100737,2,2023-24,3797.48,1,2023-08-01,3911.4
1474,100737,2,2024-25,4310.45,1,2024-08-01,4439.76
1480,100740,3,2023-24,3833.1,1,2023-08-01,3948.09
1480,100740,4,2024-25,5871.83,0,2024-08-01,0.0
1482,100741,2,2023-24,4228.57,1,2023-08-01,4355.43
1482,100741,4,2024-25,3608.53,0,2024-08-01,0.0
1487,100743,3,2023-24,5128.07,1,2023-08-01,5281.91
1487,100743,4,2024-25,1799.32,1,2024-08-01,1853.3
1489,100744,2,2023-24,1045.4,1,2023-08-01,1076.76
1489,100744,2,2024-25,3027.76,0,2024-08-01,0.0
1490,100745,3,2023-24,3675.0,0,2023-08-01,0.0
1490,100745,4,2024-25,5732.57,1,2024-08-01,5904.55
1492,100746,3,2023-24,1410.97,1,2023-08-01,1453.3
1492,100746,2,2024-25,4341.38,1,2024-08-01,4471.62
1495,100747,3,2023-24,2451.07,1,2023-08-01,2524.6
1495,100747,4,2024-25,1406.64,1,2024-08-01,1448.84
1500,100750,2,2023-24,2146.45,0,2023-08-01,0.0
1500,100750,2,2024-25,2145.25,1,2024-08-01,2209.61
1501,100750,3,2023-24,4062.76,1,2023-08-01,4184.64
1501,100750,4,2024-25,4665.62,1,2024-08-01,4805.59
1502,100751,4,2023-24,1951.46,1,2023-08-01,2010.0
1502,100751,3,2024-25,3581.54,1,2024-08-01,3688.99
1504,100752,3,2023-24,1824.17,1,2023-08-01,1878.9
1504,100752,2,2024-25,3292.87,1,2024-08-01,3391.66
1505,100752,4,2023-24,1063.69,0,2023-08-01,0.0
1505,100752,3,2024-25,4888.37,1,2024-08-01,5035.02
1507,100753,4,2023-24,1072.86,1,2023-08-01,1105.05
1507,100753,2,2024-25,5210.05,0,2024-08-01,0.0
1511,100755,4,2023-24,4959.78,1,2023-08-01,5108.57
1511,100755,4,2024-25,885.9,1,2024-08-01,912.48
1515,100757,4,2023-24,5908.21,0,2023-08-01,0.0
1515,100757,3,2024-25,3658.82,1,2024-08-01,3768.58
1516,100758,2,2023-24,5487.5,0,2023-08-01,0.0
1516,100758,3,2024-25,1425.87,1,2024-08-01,1468.65
1521,100760,4,2023-24,4728.23,0,2023-08-01,0.0
1521,100760,3,2024-25,3344.34,1,2024-08-01,3444.67
1524,100762,4,2023-24,3865.93,1,2023-08-01,3981.91
1524,100762,4,2024-25,5792.1,1,2024-08-01,5965.86
1525,100762,3,2023-24,4497.65,1,2023-08-01,4632.58
1525,100762,2,2024-25,2464.05,1,2024-08-01,2537.97
1528,100764,3,2023-24,1296.27,0,2023-08-01,0.0
1528,100764,4,2024-25,1913.98,0,2024-08-01,0.0
1537,100768,3,2023-24,1310.96,1,2023-08-01,1350.29
1537,100768,2,2024-25,1139.79,0,2024-08-01,0.0
1539,100769,4,2023-24,5201.2,1,2023-08-01,5357.24
1539,100769,2,2024-25,3936.44,1,2024-08-01,4054.53
1545,100772,2,2023-24,2601.54,1,2023-08-01,2679.59
1545,100772,2,2024-25,630.74,1,2024-08-01,649.66
1546,100773,3,2023-24,2815.88,1,2023-08-01,2900.36
1546,100773,2,2024-25,1011.83,1,2024-08-01,1042.18
1552,100776,4,2023-24,4029.84,1,2023-08-01,4150.74
1552,100776,2,2024-25,5879.93,1,2024-08-01,6056.33
1553,100776,4,2023-24,3307.8,1,2023-08-01,3407.03
1553,100776,3,2024-25,3981.0,1,2024-08-01,4100.43
1555,100777,2,2023-24,2412.05,0,2023-08-01,0.0
1555,100777,4,2024-25,2610.21,1,2024-08-01,2688.52
1557,100778,3,2023-24,4988.14,1,2023-08-01,5137.78
1557,100778,3,2024-25,821.69,1,2024-08-01,846.34
1558,100779,3,2023-24,2189.73,1,2023-08-01,2255.42
1558,100779,2,2024-25,5009.84,1,2024-08-01,5160.14
1559,100779,2,2023-24,837.92,1,2023-08-01,863.06
1559,100779,3,2024-25,4907.27,1,2024-08-01,5054.49
1560,100780,4,2023-24,2440.83,1,2023-08-01,2514.05
1560,100780,4,2024-25,2588.41,0,2024-08-01,0.0
1562,100781,3,2023-24,4687.44,1,2023-08-01,4828.06
1562,100781,3,2024-25,4436.78,1,2024-08-01,4569.88
1564,100782,4,2023-24,1454.03,0,2023-08-01,0.0
1564,100782,3,2024-25,3075.42,1,2024-08-01,3167.68
1573,100786,3,2023-24,4376.61,1,2023-08-01,4507.91
1573,100786,4,2024-25,4201.58,0,2024-08-01,0.0
1574,100787,4,2023-24,3506.55,1,2023-08-01,3611.75
1574,100787,4,2024-25,5698.56,1,2024-08-01,5869.52
1576,100788,3,2023-24,2005.82,1,2023-08-01,2065.99
1576,100788,4,2024-25,5519.24,1,2024-08-01,5684.82
1578,100789,3,2023-24,1558.96,0,2023-08-01,0.0
1578,100789,3,2024-25,5817.0,0,2024-08-01,0.0
1581,100790,2,2023-24,4786.06,1,2023-08-01,4929.64
1581,100790,4,2024-25,5182.16,1,2024-08-01,5337.62
1586,100793,3,2023-24,966.07,1,2023-08-01,995.05
1586,100793,2,2024-25,3301.32,1,2024-08-01,3400.36
1601,100800,2,2023-24,4894.44,1,2023-08-01,5041.27
1601,100800,2,2024-25,890.26,1,2024-08-01,916.97
1602,100801,3,2023-24,2371.65,1,2023-08-01,2442.8
1602,100801,3,2024-25,765.33,1,2024-08-01,788.29
1605,100802,2,2023-24,4727.47,1,2023-08-01,4869.29
1605,100802,2,2024-25,807.6,1,2024-08-01,831.83
1606,100803,2,2023-24,2915.62,1,2023-08-01,3003.09
1606,100803,4,2024-25,3649.18,1,2024-08-01,3758.66
1613,100806,3,2023-24,5134.98,0,2023-08-01,0.0
1613,100806,4,2024-25,5350.23,1,2024-08-01,5510.74
1615,100807,2,2023-24,3018.57,1,2023-08-01,3109.13
1615,100807,2,2024-25,3620.92,0,2024-08-01,0.0
1616,100808,2,2023-24,2904.83,1,2023-08-01,2991.97
1616,100808,2,2024-25,3919.46,0,2024-08-01,0.0
1620,100810,3,2023-24,5694.6,1,2023-08-01,5865.44
1620,100810,2,2024-25,4278.32,1,2024-08-01,4406.67
1624,100812,3,2023-24,5386.16,1,2023-08-01,5547.74
1624,100812,3,2024-25,4797.42,1,2024-08-01,4941.34
1627,100813,3,2023-24,1292.58,1,2023-08-01,1331.36
1627,100813,4,2024-25,5848.82,1,2024-08-01,6024.28
1630,100815,2,2023-24,1884.65,0,2023-08-01,0.0
1630,100815,3,2024-25,905.27,0,2024-08-01,0.0
1634,100817,4,2023-24,3728.83,1,2023-08-01,3840.69
1634,100817,3,2024-25,2400.53,1,2024-08-01,2472.55
1638,100819,4,2023-24,5154.32,1,2023-08-01,5308.95
1638,100819,2,2024-25,4649.33,1,2024-08-01,4788.81
1641,100820,2,2023-24,2001.45,1,2023-08-01,2061.49
1641,100820,2,2024-25,1563.33,1,2024-08-01,1610.23
1642,100821,4,2023-24,1978.41,1,2023-08-01,2037.76
1642,100821,3,2024-25,3183.59,1,2024-08-01,3279.1
1647,100823,2,2023-24,5810.78,1,2023-08-01,5985.1
1647,100823,4,2024-25,3528.16,1,2024-08-01,3634.0
1661,100830,2,2023-24,4167.51,1,2023-08-01,4292.54
1661,100830,4,2024-25,5916.21,1,2024-08-01,6093.7
1662,100831,2,2023-24,1907.48,1,2023-08-01,1964.7
1662,100831,4,2024-25,5869.2,1,2024-08-01,6045.28
1665,100832,4,2023-24,3456.96,1,2023-08-01,3560.67
1665,100832,3,2024-25,3470.23,1,2024-08-01,3574.34
1666,100833,2,2023-24,3853.3,1,2023-08-01,3968.9
1666,100833,3,2024-25,4462.66,0,2024-08-01,0.0
1667,100833,2,2023-24,3219.05,1,2023-08-01,3315.62
1667,100833,3,2024-25,1306.3,1,2024-08-01,1345.49
1668,100834,2,2023-24,3410.7,1,2023-08-01,3513.02
1668,100834,2,2024-25,2820.78,1,2024-08-01,2905.4
1669,100834,3,2023-24,4564.81,0,2023-08-01,0.0
1669,100834,2,2024-25,2522.82,1,2024-08-01,2598.5
1671,100835,4,2023-24,3451.99,1,2023-08-01,3555.55
1671,100835,4,2024-25,1721.05,1,2024-08-01,1772.68
1672,100836,2,2023-24,3535.91,1,2023-08-01,3641.99
1672,100836,2,2024-25,2710.39,1,2024-08-01,2791.7
1674,100837,3,2023-24,4572.8,1,2023-08-01,4709.98
1674,100837,4,2024-25,4686.89,0,2024-08-01,0.0
1677,100838,4,2023-24,5212.91,0,2023-08-01,0.0
1677,100838,2,2024-25,2104.26,0,2024-08-01,0.0
1682,100841,4,2023-24,2275.5,1,2023-08-01,2343.76
1682,100841,3,2024-25,3914.45,0,2024-08-01,0.0
1685,100842,3,2023-24,4686.76,1,2023-08-01,4827.36
1685,100842,4,2024-25,5985.46,1,2024-08-01,6165.02
1688,100844,4,2023-24,1880.53,1,2023-08-01,1936.95
1688,100844,4,2024-25,625.12,1,2024-08-01,643.87
1691,100845,2,2023-24,2021.21,1,2023-08-01,2081.85
1691,100845,2,2024-25,4204.94,1,2024-08-01,4331.09
1695,100847,3,2023-24,2243.03,1,2023-08-01,2310.32
1695,100847,2,2024-25,4159.03,1,2024-08-01,4283.8
